workerId,list,pair,similarity,event,eventCat,events
ABSYFIE,3,filler,5,filler,filler,studying -- working
ABSYFIE,3,filler,7,filler,filler,learning -- teaching
ABSYFIE,3,filler,1,filler,filler,dozing -- snoozing
ABSYFIE,3,filler,2,filler,filler,detesting -- disliking
ABSYFIE,3,filler,6,filler,filler,watching a movie -- going out
ABSYFIE,3,filler,4,filler,filler,writing -- typing
ABSYFIE,3,filler,1,filler,filler,being sick -- being ill
ABSYFIE,3,filler,1,filler,filler,brooding -- sulking
ABSYFIE,3,filler,4,filler,filler,blinking -- winking
ABSYFIE,3,filler,5,filler,filler,delivering -- sending
ABSYFIE,3,filler,7,filler,filler,working -- being lazy
ABSYFIE,3,filler,4,filler,filler,emailing -- sending
ABSYFIE,3,filler,4,filler,filler,tripping -- falling
ABSYFIE,3,filler,7,filler,filler,driving -- riding a bike
ABSYFIE,3,filler,1,filler,filler,showering -- taking a shower
ABSYFIE,3,filler,4,filler,filler,jumping -- hopping
ABSYFIE,3,filler,6,filler,filler,seeing -- experiencing
ABSYFIE,3,filler,6,filler,filler,growing -- ageing
ABSYFIE,3,filler,1,filler,filler,repairing -- fixing
ABSYFIE,2,8,6,speaking,utterance,speaking -- giving a speech
ABSYFIE,2,9,5,talking,utterance,talking -- giving a talk
ABSYFIE,2,10,2,presenting,utterance,presenting -- giving a presentation
LKDSMU,2,1,1,thanking,utterance,thanking -- giving thanks
LKDSMU,2,1,1,kissing,contact,kissing -- giving a kiss
LKDSMU,2,2,1,kicking,contact,kicking -- giving a kick
LKDSMU,2,3,1,scolding,utterance,scolding -- giving a scolding
LKDSMU,2,3,1,hugging,contact,hugging -- giving a hug
LKDSMU,2,4,1,lecturing,utterance,lecturing -- giving a lecture
LKDSMU,2,4,1,embracing,contact,embracing -- giving an embrace
LKDSMU,2,5,1,cuddling,contact,cuddling -- giving a cuddle
LKDSMU,2,6,1,poking,contact,poking -- giving a poke
LKDSMU,2,7,1,shaking,contact,shaking -- giving a shake
LKDSMU,2,42,1,advising,kindness,advising -- giving advice
LKDSMU,2,44,1,approving,kindness,approving -- giving approval
LKDSMU,2,46,1,assisting,kindness,assisting -- giving assistance
LKDSMU,2,48,1,assuring,kindness,assuring -- giving assurance
LKDSMU,2,50,1,encouraging,kindness,encouraging -- giving encouragement
LKDSMU,2,52,1,condoling,kindness,condoling -- giving condolences
LKDSMU,2,53,3,addressing,utterance,addressing -- giving an address
LKDSMU,2,54,1,helping,kindness,helping -- giving help
LKDSMU,2,56,1,recognizing,kindness,recognizing -- giving recognition
LKDSMU,2,58,2,supporting,kindness,supporting -- giving support
LKDSMU,3,filler,1,filler,filler,napping -- taking a nap
LKDSMU,3,filler,6,filler,filler,chasing -- searching
LKDSMU,3,filler,3,filler,filler,going -- traveling
LKDSMU,3,filler,4,filler,filler,studying -- working
LKDSMU,3,filler,5,filler,filler,learning -- teaching
LKDSMU,3,filler,1,filler,filler,dozing -- snoozing
LKDSMU,3,filler,5,filler,filler,detesting -- disliking
LKDSMU,3,filler,5,filler,filler,watching a movie -- going out
LKDSMU,3,filler,3,filler,filler,writing -- typing
LKDSMU,3,filler,1,filler,filler,being sick -- being ill
LKDSMU,3,filler,3,filler,filler,brooding -- sulking
LKDSMU,3,filler,5,filler,filler,blinking -- winking
LKDSMU,3,filler,6,filler,filler,delivering -- sending
LKDSMU,3,filler,7,filler,filler,working -- being lazy
LKDSMU,3,filler,5,filler,filler,emailing -- sending
LKDSMU,3,filler,4,filler,filler,tripping -- falling
LKDSMU,3,filler,5,filler,filler,driving -- riding a bike
LKDSMU,3,filler,1,filler,filler,showering -- taking a shower
LKDSMU,3,filler,3,filler,filler,jumping -- hopping
LKDSMU,3,filler,5,filler,filler,seeing -- experiencing
LKDSMU,3,filler,4,filler,filler,growing -- ageing
LKDSMU,3,filler,1,filler,filler,repairing -- fixing
LKDSMU,2,8,3,speaking,utterance,speaking -- giving a speech
LKDSMU,2,9,2,talking,utterance,talking -- giving a talk
LKDSMU,2,10,2,presenting,utterance,presenting -- giving a presentation
QBJCDK,2,1,1,thanking,utterance,thanking -- giving thanks
QBJCDK,2,1,1,kissing,contact,kissing -- giving a kiss
QBJCDK,2,2,1,kicking,contact,kicking -- giving a kick
QBJCDK,2,3,1,scolding,utterance,scolding -- giving a scolding
QBJCDK,2,3,1,hugging,contact,hugging -- giving a hug
QBJCDK,2,4,1,lecturing,utterance,lecturing -- giving a lecture
QBJCDK,2,4,1,embracing,contact,embracing -- giving an embrace
QBJCDK,2,5,1,cuddling,contact,cuddling -- giving a cuddle
QBJCDK,2,6,1,poking,contact,poking -- giving a poke
QBJCDK,2,7,2,shaking,contact,shaking -- giving a shake
QBJCDK,2,42,1,advising,kindness,advising -- giving advice
QBJCDK,2,44,1,approving,kindness,approving -- giving approval
QBJCDK,2,46,1,assisting,kindness,assisting -- giving assistance
QBJCDK,2,48,1,assuring,kindness,assuring -- giving assurance
QBJCDK,2,50,1,encouraging,kindness,encouraging -- giving encouragement
QBJCDK,2,52,2,condoling,kindness,condoling -- giving condolences
QBJCDK,2,53,2,addressing,utterance,addressing -- giving an address
QBJCDK,2,54,1,helping,kindness,helping -- giving help
QBJCDK,2,56,1,recognizing,kindness,recognizing -- giving recognition
QBJCDK,2,58,1,supporting,kindness,supporting -- giving support
QBJCDK,3,filler,1,filler,filler,napping -- taking a nap
QBJCDK,3,filler,3,filler,filler,chasing -- searching
QBJCDK,3,filler,3,filler,filler,going -- traveling
QBJCDK,3,filler,4,filler,filler,studying -- working
QBJCDK,3,filler,3,filler,filler,learning -- teaching
QBJCDK,3,filler,2,filler,filler,dozing -- snoozing
QBJCDK,3,filler,2,filler,filler,detesting -- disliking
QBJCDK,3,filler,5,filler,filler,watching a movie -- going out
QBJCDK,3,filler,3,filler,filler,writing -- typing
QBJCDK,3,filler,2,filler,filler,being sick -- being ill
QBJCDK,3,filler,1,filler,filler,brooding -- sulking
QBJCDK,3,filler,1,filler,filler,blinking -- winking
QBJCDK,3,filler,2,filler,filler,delivering -- sending
QBJCDK,3,filler,1,filler,filler,working -- being lazy
QBJCDK,3,filler,3,filler,filler,emailing -- sending
QBJCDK,3,filler,3,filler,filler,tripping -- falling
QBJCDK,3,filler,3,filler,filler,driving -- riding a bike
QBJCDK,3,filler,1,filler,filler,showering -- taking a shower
QBJCDK,3,filler,1,filler,filler,jumping -- hopping
QBJCDK,3,filler,3,filler,filler,seeing -- experiencing
QBJCDK,3,filler,3,filler,filler,growing -- ageing
QBJCDK,3,filler,2,filler,filler,repairing -- fixing
QBJCDK,2,8,1,speaking,utterance,speaking -- giving a speech
QBJCDK,2,9,2,talking,utterance,talking -- giving a talk
QBJCDK,2,10,1,presenting,utterance,presenting -- giving a presentation
ABSIFK,2,1,1,thanking,utterance,thanking -- giving thanks
ABSIFK,2,1,1,kissing,contact,kissing -- giving a kiss
ABSIFK,2,2,1,kicking,contact,kicking -- giving a kick
ABSIFK,2,3,1,scolding,utterance,scolding -- giving a scolding
ABSIFK,2,3,1,hugging,contact,hugging -- giving a hug
ABSIFK,2,4,1,lecturing,utterance,lecturing -- giving a lecture
ABSIFK,2,4,1,embracing,contact,embracing -- giving an embrace
ABSIFK,2,5,1,cuddling,contact,cuddling -- giving a cuddle
ABSIFK,2,6,1,poking,contact,poking -- giving a poke
ABSIFK,2,7,3,shaking,contact,shaking -- giving a shake
ABSIFK,2,42,1,advising,kindness,advising -- giving advice
ABSIFK,2,44,1,approving,kindness,approving -- giving approval
ABSIFK,2,46,1,assisting,kindness,assisting -- giving assistance
ABSIFK,2,48,1,assuring,kindness,assuring -- giving assurance
ABSIFK,2,50,1,encouraging,kindness,encouraging -- giving encouragement
ABSIFK,2,52,1,condoling,kindness,condoling -- giving condolences
ABSIFK,2,53,1,addressing,utterance,addressing -- giving an address
ABSIFK,2,54,1,helping,kindness,helping -- giving help
ABSIFK,2,56,1,recognizing,kindness,recognizing -- giving recognition
ABSIFK,2,58,1,supporting,kindness,supporting -- giving support
ABSIFK,3,filler,1,filler,filler,napping -- taking a nap
ABSIFK,3,filler,5,filler,filler,chasing -- searching
ABSIFK,3,filler,3,filler,filler,going -- traveling
ABSIFK,3,filler,5,filler,filler,studying -- working
ABSIFK,3,filler,7,filler,filler,learning -- teaching
ABSIFK,3,filler,1,filler,filler,dozing -- snoozing
ABSIFK,3,filler,1,filler,filler,detesting -- disliking
ABSIFK,3,filler,4,filler,filler,watching a movie -- going out
ABSIFK,3,filler,2,filler,filler,writing -- typing
ABSIFK,3,filler,1,filler,filler,being sick -- being ill
ABSIFK,3,filler,1,filler,filler,brooding -- sulking
ABSIFK,3,filler,5,filler,filler,blinking -- winking
ABSIFK,3,filler,2,filler,filler,delivering -- sending
ABSIFK,3,filler,7,filler,filler,working -- being lazy
ABSIFK,3,filler,5,filler,filler,emailing -- sending
ABSIFK,3,filler,1,filler,filler,tripping -- falling
ABSIFK,3,filler,4,filler,filler,driving -- riding a bike
ABSIFK,3,filler,1,filler,filler,showering -- taking a shower
ABSIFK,3,filler,3,filler,filler,jumping -- hopping
ABSIFK,3,filler,5,filler,filler,seeing -- experiencing
ABSIFK,3,filler,3,filler,filler,growing -- ageing
ABSIFK,3,filler,1,filler,filler,repairing -- fixing
ABSIFK,2,8,1,speaking,utterance,speaking -- giving a speech
ABSIFK,2,9,1,talking,utterance,talking -- giving a talk
ABSIFK,2,10,1,presenting,utterance,presenting -- giving a presentation
UIOSNJ,2,1,1,thanking,utterance,thanking -- giving thanks
UIOSNJ,2,1,4,kissing,contact,kissing -- giving a kiss
UIOSNJ,2,2,4,kicking,contact,kicking -- giving a kick
UIOSNJ,2,3,4,scolding,utterance,scolding -- giving a scolding
UIOSNJ,2,3,1,hugging,contact,hugging -- giving a hug
UIOSNJ,2,4,1,lecturing,utterance,lecturing -- giving a lecture
UIOSNJ,2,4,1,embracing,contact,embracing -- giving an embrace
UIOSNJ,2,5,1,cuddling,contact,cuddling -- giving a cuddle
UIOSNJ,2,6,1,poking,contact,poking -- giving a poke
UIOSNJ,2,7,1,shaking,contact,shaking -- giving a shake
UIOSNJ,2,42,1,advising,kindness,advising -- giving advice
UIOSNJ,2,44,1,approving,kindness,approving -- giving approval
UIOSNJ,2,46,1,assisting,kindness,assisting -- giving assistance
UIOSNJ,2,48,1,assuring,kindness,assuring -- giving assurance
UIOSNJ,2,50,1,encouraging,kindness,encouraging -- giving encouragement
UIOSNJ,2,52,1,condoling,kindness,condoling -- giving condolences
UIOSNJ,2,53,1,addressing,utterance,addressing -- giving an address
UIOSNJ,2,54,1,helping,kindness,helping -- giving help
UIOSNJ,2,56,4,recognizing,kindness,recognizing -- giving recognition
UIOSNJ,2,58,1,supporting,kindness,supporting -- giving support
UIOSNJ,3,filler,1,filler,filler,napping -- taking a nap
UIOSNJ,3,filler,1,filler,filler,chasing -- searching
UIOSNJ,3,filler,4,filler,filler,going -- traveling
UIOSNJ,3,filler,4,filler,filler,studying -- working
UIOSNJ,3,filler,4,filler,filler,learning -- teaching
UIOSNJ,3,filler,1,filler,filler,dozing -- snoozing
UIOSNJ,3,filler,1,filler,filler,detesting -- disliking
UIOSNJ,3,filler,7,filler,filler,watching a movie -- going out
UIOSNJ,3,filler,4,filler,filler,writing -- typing
UIOSNJ,3,filler,1,filler,filler,being sick -- being ill
UIOSNJ,3,filler,0,filler,filler,brooding -- sulking
UIOSNJ,3,filler,7,filler,filler,blinking -- winking
UIOSNJ,3,filler,4,filler,filler,delivering -- sending
UIOSNJ,3,filler,7,filler,filler,working -- being lazy
UIOSNJ,3,filler,7,filler,filler,emailing -- sending
UIOSNJ,3,filler,3,filler,filler,tripping -- falling
UIOSNJ,3,filler,7,filler,filler,driving -- riding a bike
UIOSNJ,3,filler,1,filler,filler,showering -- taking a shower
UIOSNJ,3,filler,3,filler,filler,jumping -- hopping
UIOSNJ,3,filler,4,filler,filler,seeing -- experiencing
UIOSNJ,3,filler,4,filler,filler,growing -- ageing
UIOSNJ,3,filler,1,filler,filler,repairing -- fixing
UIOSNJ,2,8,1,speaking,utterance,speaking -- giving a speech
UIOSNJ,2,9,1,talking,utterance,talking -- giving a talk
UIOSNJ,2,10,1,presenting,utterance,presenting -- giving a presentation
YEUNFA,2,1,2,thanking,utterance,thanking -- giving thanks
YEUNFA,2,1,1,kissing,contact,kissing -- giving a kiss
YEUNFA,2,2,2,kicking,contact,kicking -- giving a kick
YEUNFA,2,3,1,scolding,utterance,scolding -- giving a scolding
YEUNFA,2,3,2,hugging,contact,hugging -- giving a hug
YEUNFA,2,4,2,lecturing,utterance,lecturing -- giving a lecture
YEUNFA,2,4,1,embracing,contact,embracing -- giving an embrace
YEUNFA,2,5,2,cuddling,contact,cuddling -- giving a cuddle
YEUNFA,2,6,2,poking,contact,poking -- giving a poke
YEUNFA,2,7,2,shaking,contact,shaking -- giving a shake
YEUNFA,2,42,1,advising,kindness,advising -- giving advice
YEUNFA,2,44,2,approving,kindness,approving -- giving approval
YEUNFA,2,46,2,assisting,kindness,assisting -- giving assistance
YEUNFA,2,48,1,assuring,kindness,assuring -- giving assurance
YEUNFA,2,50,1,encouraging,kindness,encouraging -- giving encouragement
YEUNFA,2,52,2,condoling,kindness,condoling -- giving condolences
YEUNFA,2,53,3,addressing,utterance,addressing -- giving an address
YEUNFA,2,54,2,helping,kindness,helping -- giving help
YEUNFA,2,56,2,recognizing,kindness,recognizing -- giving recognition
YEUNFA,2,58,2,supporting,kindness,supporting -- giving support
YEUNFA,3,filler,1,filler,filler,napping -- taking a nap
YEUNFA,3,filler,3,filler,filler,chasing -- searching
YEUNFA,3,filler,2,filler,filler,going -- traveling
YEUNFA,3,filler,5,filler,filler,studying -- working
YEUNFA,3,filler,6,filler,filler,learning -- teaching
YEUNFA,3,filler,1,filler,filler,dozing -- snoozing
YEUNFA,3,filler,3,filler,filler,detesting -- disliking
YEUNFA,3,filler,5,filler,filler,watching a movie -- going out
YEUNFA,3,filler,3,filler,filler,writing -- typing
YEUNFA,3,filler,2,filler,filler,being sick -- being ill
YEUNFA,3,filler,2,filler,filler,brooding -- sulking
YEUNFA,3,filler,4,filler,filler,blinking -- winking
YEUNFA,3,filler,2,filler,filler,delivering -- sending
YEUNFA,3,filler,7,filler,filler,working -- being lazy
YEUNFA,3,filler,6,filler,filler,emailing -- sending
YEUNFA,3,filler,4,filler,filler,tripping -- falling
YEUNFA,3,filler,6,filler,filler,driving -- riding a bike
YEUNFA,3,filler,1,filler,filler,showering -- taking a shower
YEUNFA,3,filler,3,filler,filler,jumping -- hopping
YEUNFA,3,filler,3,filler,filler,seeing -- experiencing
YEUNFA,3,filler,4,filler,filler,growing -- ageing
YEUNFA,3,filler,2,filler,filler,repairing -- fixing
YEUNFA,2,8,3,speaking,utterance,speaking -- giving a speech
YEUNFA,2,9,2,talking,utterance,talking -- giving a talk
YEUNFA,2,10,2,presenting,utterance,presenting -- giving a presentation
VKLISH,2,1,1,thanking,utterance,thanking -- giving thanks
VKLISH,2,1,1,kissing,contact,kissing -- giving a kiss
VKLISH,2,2,1,kicking,contact,kicking -- giving a kick
VKLISH,2,3,1,scolding,utterance,scolding -- giving a scolding
VKLISH,2,3,1,hugging,contact,hugging -- giving a hug
VKLISH,2,4,4,lecturing,utterance,lecturing -- giving a lecture
VKLISH,2,4,1,embracing,contact,embracing -- giving an embrace
VKLISH,2,5,1,cuddling,contact,cuddling -- giving a cuddle
VKLISH,2,6,1,poking,contact,poking -- giving a poke
VKLISH,2,7,1,shaking,contact,shaking -- giving a shake
VKLISH,2,42,4,advising,kindness,advising -- giving advice
VKLISH,2,44,4,approving,kindness,approving -- giving approval
VKLISH,2,46,1,assisting,kindness,assisting -- giving assistance
VKLISH,2,48,4,assuring,kindness,assuring -- giving assurance
VKLISH,2,50,1,encouraging,kindness,encouraging -- giving encouragement
VKLISH,2,52,1,condoling,kindness,condoling -- giving condolences
VKLISH,2,53,7,addressing,utterance,addressing -- giving an address
VKLISH,2,54,1,helping,kindness,helping -- giving help
VKLISH,2,56,4,recognizing,kindness,recognizing -- giving recognition
VKLISH,2,58,4,supporting,kindness,supporting -- giving support
VKLISH,3,filler,1,filler,filler,napping -- taking a nap
VKLISH,3,filler,7,filler,filler,chasing -- searching
VKLISH,3,filler,4,filler,filler,going -- traveling
VKLISH,3,filler,4,filler,filler,studying -- working
VKLISH,3,filler,4,filler,filler,learning -- teaching
VKLISH,3,filler,1,filler,filler,dozing -- snoozing
VKLISH,3,filler,1,filler,filler,detesting -- disliking
VKLISH,3,filler,7,filler,filler,watching a movie -- going out
VKLISH,3,filler,4,filler,filler,writing -- typing
VKLISH,3,filler,1,filler,filler,being sick -- being ill
VKLISH,3,filler,3,filler,filler,brooding -- sulking
VKLISH,3,filler,7,filler,filler,blinking -- winking
VKLISH,3,filler,1,filler,filler,delivering -- sending
VKLISH,3,filler,7,filler,filler,working -- being lazy
VKLISH,3,filler,4,filler,filler,emailing -- sending
VKLISH,3,filler,4,filler,filler,tripping -- falling
VKLISH,3,filler,7,filler,filler,driving -- riding a bike
VKLISH,3,filler,1,filler,filler,showering -- taking a shower
VKLISH,3,filler,4,filler,filler,jumping -- hopping
VKLISH,3,filler,4,filler,filler,seeing -- experiencing
VKLISH,3,filler,4,filler,filler,growing -- ageing
VKLISH,3,filler,1,filler,filler,repairing -- fixing
VKLISH,2,8,4,speaking,utterance,speaking -- giving a speech
VKLISH,2,9,1,talking,utterance,talking -- giving a talk
VKLISH,2,10,1,presenting,utterance,presenting -- giving a presentation
NADOUS,2,1,1,thanking,utterance,thanking -- giving thanks
NADOUS,2,1,1,kissing,contact,kissing -- giving a kiss
NADOUS,2,2,1,kicking,contact,kicking -- giving a kick
NADOUS,2,3,4,scolding,utterance,scolding -- giving a scolding
NADOUS,2,3,1,hugging,contact,hugging -- giving a hug
NADOUS,2,4,1,lecturing,utterance,lecturing -- giving a lecture
NADOUS,2,4,1,embracing,contact,embracing -- giving an embrace
NADOUS,2,5,1,cuddling,contact,cuddling -- giving a cuddle
NADOUS,2,6,1,poking,contact,poking -- giving a poke
NADOUS,2,7,1,shaking,contact,shaking -- giving a shake
NADOUS,2,42,1,advising,kindness,advising -- giving advice
NADOUS,2,44,1,approving,kindness,approving -- giving approval
NADOUS,2,46,1,assisting,kindness,assisting -- giving assistance
NADOUS,2,48,1,assuring,kindness,assuring -- giving assurance
NADOUS,2,50,1,encouraging,kindness,encouraging -- giving encouragement
NADOUS,2,52,1,condoling,kindness,condoling -- giving condolences
NADOUS,2,53,2,addressing,utterance,addressing -- giving an address
NADOUS,2,54,1,helping,kindness,helping -- giving help
NADOUS,2,56,1,recognizing,kindness,recognizing -- giving recognition
NADOUS,2,58,1,supporting,kindness,supporting -- giving support
NADOUS,3,filler,1,filler,filler,napping -- taking a nap
NADOUS,3,filler,4,filler,filler,chasing -- searching
NADOUS,3,filler,2,filler,filler,going -- traveling
NADOUS,3,filler,3,filler,filler,studying -- working
NADOUS,3,filler,3,filler,filler,learning -- teaching
NADOUS,3,filler,1,filler,filler,dozing -- snoozing
NADOUS,3,filler,2,filler,filler,detesting -- disliking
NADOUS,3,filler,4,filler,filler,watching a movie -- going out
NADOUS,3,filler,2,filler,filler,writing -- typing
NADOUS,3,filler,1,filler,filler,being sick -- being ill
NADOUS,3,filler,3,filler,filler,brooding -- sulking
NADOUS,3,filler,4,filler,filler,blinking -- winking
NADOUS,3,filler,3,filler,filler,delivering -- sending
NADOUS,3,filler,6,filler,filler,working -- being lazy
NADOUS,3,filler,3,filler,filler,emailing -- sending
NADOUS,3,filler,2,filler,filler,tripping -- falling
NADOUS,3,filler,4,filler,filler,driving -- riding a bike
NADOUS,3,filler,1,filler,filler,showering -- taking a shower
NADOUS,3,filler,3,filler,filler,jumping -- hopping
NADOUS,3,filler,3,filler,filler,seeing -- experiencing
NADOUS,3,filler,2,filler,filler,growing -- ageing
NADOUS,3,filler,2,filler,filler,repairing -- fixing
NADOUS,2,8,1,speaking,utterance,speaking -- giving a speech
NADOUS,2,9,2,talking,utterance,talking -- giving a talk
NADOUS,2,10,3,presenting,utterance,presenting -- giving a presentation
VDSOUNA,2,1,1,thanking,utterance,thanking -- giving thanks
VDSOUNA,2,1,1,kissing,contact,kissing -- giving a kiss
VDSOUNA,2,2,1,kicking,contact,kicking -- giving a kick
VDSOUNA,2,3,1,scolding,utterance,scolding -- giving a scolding
VDSOUNA,2,3,1,hugging,contact,hugging -- giving a hug
VDSOUNA,2,4,1,lecturing,utterance,lecturing -- giving a lecture
VDSOUNA,2,4,1,embracing,contact,embracing -- giving an embrace
VDSOUNA,2,5,1,cuddling,contact,cuddling -- giving a cuddle
VDSOUNA,2,6,1,poking,contact,poking -- giving a poke
VDSOUNA,2,7,1,shaking,contact,shaking -- giving a shake
VDSOUNA,2,42,1,advising,kindness,advising -- giving advice
VDSOUNA,2,44,1,approving,kindness,approving -- giving approval
VDSOUNA,2,46,1,assisting,kindness,assisting -- giving assistance
VDSOUNA,2,48,1,assuring,kindness,assuring -- giving assurance
VDSOUNA,2,50,1,encouraging,kindness,encouraging -- giving encouragement
VDSOUNA,2,52,1,condoling,kindness,condoling -- giving condolences
VDSOUNA,2,53,1,addressing,utterance,addressing -- giving an address
VDSOUNA,2,54,1,helping,kindness,helping -- giving help
VDSOUNA,2,56,1,recognizing,kindness,recognizing -- giving recognition
VDSOUNA,2,58,1,supporting,kindness,supporting -- giving support
VDSOUNA,3,filler,1,filler,filler,napping -- taking a nap
VDSOUNA,3,filler,5,filler,filler,chasing -- searching
VDSOUNA,3,filler,3,filler,filler,going -- traveling
VDSOUNA,3,filler,4,filler,filler,studying -- working
VDSOUNA,3,filler,5,filler,filler,learning -- teaching
VDSOUNA,3,filler,5,filler,filler,dozing -- snoozing
VDSOUNA,3,filler,5,filler,filler,detesting -- disliking
VDSOUNA,3,filler,5,filler,filler,watching a movie -- going out
VDSOUNA,3,filler,4,filler,filler,writing -- typing
VDSOUNA,3,filler,2,filler,filler,being sick -- being ill
VDSOUNA,3,filler,1,filler,filler,brooding -- sulking
VDSOUNA,3,filler,6,filler,filler,blinking -- winking
VDSOUNA,3,filler,7,filler,filler,delivering -- sending
VDSOUNA,3,filler,7,filler,filler,working -- being lazy
VDSOUNA,3,filler,5,filler,filler,emailing -- sending
VDSOUNA,3,filler,3,filler,filler,tripping -- falling
VDSOUNA,3,filler,6,filler,filler,driving -- riding a bike
VDSOUNA,3,filler,1,filler,filler,showering -- taking a shower
VDSOUNA,3,filler,4,filler,filler,jumping -- hopping
VDSOUNA,3,filler,5,filler,filler,seeing -- experiencing
VDSOUNA,3,filler,6,filler,filler,growing -- ageing
VDSOUNA,3,filler,2,filler,filler,repairing -- fixing
VDSOUNA,2,8,5,speaking,utterance,speaking -- giving a speech
VDSOUNA,2,9,1,talking,utterance,talking -- giving a talk
VDSOUNA,2,10,1,presenting,utterance,presenting -- giving a presentation
